"Ensembl_ID","Gene_symbol","Log_FoldChange","logCPM","PValue","AdjPValue","Power","BCOV"
"ENSG00000087263","OGFOD1",0.255,3.278,0.0505861618985957,0.115406119814567,0.395,0.234
"ENSG00000165476","REEP3",0.257,4.019,0.0506309490068507,0.115494042860395,0.504,0.238
"ENSG00000133328","HRASLS2",0.836,0.469,0.0506723517311329,0.115574225058818,0.486,0.769
"ENSG00000164342","TLR3",0.288,3.287,0.0507075192790772,0.115640167948806,0.45,0.263
"ENSG00000040531","CTNS",0.315,2.579,0.050714529549602,0.115641888892802,0.382,0.288
"ENSG00000238113","LINC01410",-0.92,-2.292,0.0507465241127226,0.115700572859866,0.182,0.652
"ENSG00000166035","LIPC",-0.345,7.428,0.0508135951200379,0.115839205745347,0.768,0.329
"ENSG00000159167","STC1",0.97,-2.047,0.0508263426718275,0.115853979116079,0.216,0.794
"ENSG00000163932","PRKCD",-0.336,2.127,0.0508444645585832,0.115880997636539,0.348,0.301
"ENSG00000160446","ZDHHC12",0.435,3.49,0.0508649619859949,0.115913422987315,0.62,0.41
"ENSG00000067334","DNTTIP2",0.226,3.888,0.0508991701507196,0.115977081154468,0.433,0.208
"ENSG00000183011","NAA38",0.356,3.686,0.050929284397978,0.116031396522186,0.577,0.335
"ENSG00000064309","CDON",-0.361,1.326,0.0509607411029352,0.116088756627093,0.269,0.322
"ENSG00000106305","AIMP2",0.276,3.389,0.0509730626542667,0.116102518017099,0.443,0.255
"ENSG00000223532","HLA-B",1.299,6.04,0.0510022847903362,0.116154766124696,0.813,1.197
"ENSG00000182400","TRAPPC6B",0.277,3.305,0.0510195751639786,0.116179830805778,0.436,0.253
"ENSG00000146670","CDCA5",0.737,-0.783,0.0510481977153904,0.116230691337198,0.267,0.625
"ENSG00000114120","SLC25A36",-0.521,0.411,0.0510688403812762,0.116263372326142,0.293,0.44
"ENSG00000121775","TMEM39B",-0.324,1.971,0.0511042137346004,0.116328248091568,0.311,0.291
"ENSG00000132792","CTNNBL1",-0.271,4.788,0.0511099226982429,0.116328248091568,0.61,0.256
"ENSG00000184956","MUC6",1.538,-2.291,0.0511270123227091,0.116338497020876,0.355,1.282
"ENSG00000283350","MUC6",1.538,-2.291,0.051123832741808,0.116338497020876,0.355,1.282
"ENSG00000235257","ITGA9-AS1",0.501,0.209,0.0511527962663583,0.11636851978586,0.248,0.45
"ENSG00000142396","ERVK3-1",0.265,2.901,0.0511525993014669,0.11636851978586,0.356,0.244
"ENSG00000134291","TMEM106C",0.337,3.53,0.0511909919630443,0.116430550664699,0.543,0.314
"ENSG00000158169","FANCC",0.347,4.457,0.0511926601645934,0.116430550664699,0.649,0.328
"ENSG00000117266","CDK18",-0.306,3.03,0.0511996712466043,0.11643217156658,0.437,0.28
"ENSG00000152939","MARVELD2",-1.055,2.611,0.0512480942626437,0.1165136232369,0.737,0.994
"ENSG00000127054","INTS11",-0.29,4.093,0.051243143385851,0.1165136232369,0.557,0.272
"ENSG00000178878","APOLD1",0.473,-0.175,0.051269515443104,0.116547990959324,0.195,0.4
"ENSG00000276291","LOC102725126",0.601,1.15,0.0513098667441623,0.116625377675222,0.443,0.559
"ENSG00000076258","FMO4",-0.347,4.437,0.0513181116092604,0.116629777625865,0.641,0.331
"ENSG00000211445","GPX3",0.32,7.41,0.0513806977961472,0.116757661888086,0.766,0.305
"ENSG00000171314","PGAM1",0.245,6.505,0.0514791972749204,0.116967114162264,0.716,0.233
"ENSG00000140479","PCSK6",-0.273,7.39,0.0515019697710506,0.117004475013843,0.752,0.262
"ENSG00000251595","ABCA11P",0.678,-0.857,0.0515371542684043,0.117070021357302,0.23,0.583
"ENSG00000115138","POMC",-0.876,-1.309,0.0515566440765983,0.117099904460007,0.266,0.723
"ENSG00000104427","ZC2HC1A",-0.82,-1.478,0.0515657547529301,0.117106209135463,0.224,0.677
"ENSG00000049759","NEDD4L",0.358,3.676,0.0515935137651305,0.117126083195653,0.578,0.337
"ENSG00000181788","SIAH2",0.253,4.609,0.0515888201104655,0.117126083195653,0.569,0.239
"ENSG00000204843","DCTN1",-0.282,5.313,0.0515902443478313,0.117126083195653,0.666,0.268
"ENSG00000123374","CDK2",-0.284,2.34,0.0516263726722319,0.117171899965485,0.308,0.258
"ENSG00000275066","SYNRG",-0.277,2.781,0.0516262607358857,0.117171899965485,0.359,0.253
"ENSG00000134873","CLDN10",0.658,0.74,0.0516376820456176,0.117183180738434,0.424,0.606
"ENSG00000183580","FBXL7",-0.491,0.385,0.051664891212308,0.117230536264972,0.267,0.414
"ENSG00000127870","RNF6",0.328,2.219,0.0517456385563916,0.11739934638604,0.349,0.298
"ENSG00000136492","BRIP1",-0.491,0.406,0.0517745848611132,0.117450604459755,0.266,0.431
"ENSG00000128973","CLN6",0.315,3.474,0.0517822708445538,0.117453626850604,0.505,0.296
"ENSG00000166963","MAP1A",0.798,-1.305,0.0518482303125841,0.117588809417057,0.234,0.669
"ENSG00000155959","VBP1",0.292,3.209,0.0518757519365284,0.117636794688256,0.443,0.268
"ENSG00000073849","ST6GAL1",-0.291,9.075,0.0519593329446906,0.117811876464559,0.775,0.28
"ENSG00000141279","NPEPPS",-0.256,3.88,0.0520016914962853,0.11788827274895,0.482,0.238
"ENSG00000117601","SERPINC1",-0.297,11.172,0.0520057808215779,0.11788827274895,0.782,0.286
"ENSG00000251443","LINC02160",-0.95,-1.712,0.052129953517237,0.118155262471756,0.244,0.805
"ENSG00000187676","B3GLCT",0.441,1.126,0.0521754661163419,0.118243921371423,0.319,0.39
"ENSG00000213145","CRIP1",0.745,0.515,0.0521959587169188,0.118275863304849,0.446,0.679
"ENSG00000175866","BAIAP2",-0.296,4.969,0.0522084773886034,0.118289730727506,0.649,0.281
"ENSG00000115839","RAB3GAP1",-0.257,4.349,0.0522260461129795,0.118315035348595,0.54,0.243
"ENSG00000163507","CIP2A",0.965,-1.533,0.0522469747573744,0.118333444666114,0.271,0.819
"ENSG00000167992","VWCE",-0.519,3.487,0.0522448464199004,0.118333444666114,0.66,0.495
"ENSG00000168792","ABHD15",0.227,4.897,0.0522675683442388,0.118365584761926,0.567,0.214
"ENSG00000234647","LOC101929420",0.891,-1.568,0.0522920474040401,0.11840651498176,0.238,0.766
"ENSG00000111186","WNT5B",0.423,1.804,0.0523278733183985,0.118473125066003,0.391,0.392
"ENSG00000126903","SLC10A3",-0.345,1.076,0.0523641152837483,0.118540660682754,0.228,0.295
"ENSG00000139233","LLPH",0.277,2.883,0.0523816169041802,0.11856576100045,0.37,0.258
"ENSG00000162461","SLC25A34",-0.392,1.968,0.0523989649167837,0.118590507523465,0.384,0.362
"ENSG00000141030","COPS3",0.289,3.697,0.0524105785466609,0.118602271393509,0.505,0.269
"ENSG00000185837","HDHD5-AS1",1.019,-2.588,0.0524175431408458,0.1186035131581,0.181,0.769
"ENSG00000151718","WWC2",-0.299,3.793,0.0524340898340217,0.118626433076946,0.523,0.285
"ENSG00000234684","SDCBP2-AS1",0.495,-0.011,0.0524841202011691,0.118725091292072,0.225,0.413
"ENSG00000283008","CYP2D7",-0.968,3.195,0.0525493432445944,0.118858088733583,0.745,0.918
"ENSG00000111752","PHC1",-0.407,1.263,0.052571314816772,0.118893237790904,0.301,0.375
"ENSG00000026025","VIM",-0.334,6.34,0.0526044696414387,0.118953666763503,0.739,0.32
"ENSG00000143333","RGS16",0.844,-0.818,0.052615161371031,0.118959331684854,0.312,0.732
"ENSG00000123080","CDKN2C",0.408,0.654,0.0526198450279699,0.118959331684854,0.234,0.357
"ENSG00000001626","CFTR",0.735,0.78,0.0526266023359161,0.118960060012441,0.476,0.679
"ENSG00000138279","ANXA7",0.238,5.59,0.0526424786556695,0.118981398756413,0.649,0.226
"ENSG00000226384","GTF2H4",2.031,-0.071,0.0526598320741055,0.118991523740608,0.737,1.795
"ENSG00000178922","HYI",0.299,4.218,0.0526554581381413,0.118991523740608,0.577,0.284
"ENSG00000151366","NDUFC2",0.254,6.014,0.0526877804090255,0.119040125720025,0.692,0.242
"ENSG00000139266","MARCH9",0.423,1.343,0.0527232769129057,0.119105767690575,0.327,0.389
"ENSG00000282084","UBE2Q2P2",0.919,-2.302,0.0528416330068486,0.119352573140938,0.18,0.671
"ENSG00000164219","PGGT1B",0.324,3.131,0.0528454403958985,0.119352573140938,0.469,0.304
"ENSG00000175376","EIF1AD",-0.256,2.316,0.0528557183080882,0.11936120310815,0.269,0.228
"ENSG00000138131","LOXL4",0.622,0.18,0.0529407824319102,0.119538695985867,0.321,0.569
"ENSG00000110921","MVK",0.426,4.632,0.0529697707946568,0.119589543589402,0.698,0.407
"ENSG00000198574","SH2D1B",-0.774,-1.375,0.0529765497055957,0.1195902427473,0.216,0.652
"ENSG00000074800","ENO1",0.296,8.054,0.0530063436057386,0.119642889852953,0.767,0.284
"ENSG00000182809","CRIP2",-0.412,3.088,0.0530500787615787,0.11972698766775,0.554,0.39
"ENSG00000245149","RNF139-AS1",0.898,-1.588,0.0530602096356782,0.119735233804339,0.238,0.778
"ENSG00000114391","RPL24",0.247,7.573,0.0530785449253086,0.119761989685006,0.749,0.237
"ENSG00000112175","BMP5",-0.492,0.962,0.0530934874587319,0.119781084837945,0.334,0.455
"ENSG00000108639","SYNGR2",0.353,5.078,0.0531142896355663,0.119813393313371,0.692,0.337
"ENSG00000105953","OGDH",-0.268,5.566,0.0531337110778929,0.119842579671294,0.668,0.257
"ENSG00000110848","CD69",0.893,-1.621,0.0531414383663542,0.119845386073005,0.237,0.723
"ENSG00000167996","FTH1",0.274,10.209,0.0531824615888479,0.119923272131183,0.78,0.263
"ENSG00000173726","TOMM20",0.253,6.022,0.0532006670237162,0.119949692718675,0.69,0.242
"ENSG00000182183","SHISAL2A",1.145,-2.494,0.0532315842357596,0.119975501851043,0.223,0.864
"ENSG00000096717","SIRT1",-0.288,3.317,0.0532246181682694,0.119975501851043,0.443,0.273
"ENSG00000197043","ANXA6",0.403,7.704,0.053231171613867,0.119975501851043,0.773,0.387
"ENSG00000014257","ACPP",1.125,-2.278,0.0532610709228851,0.120027326231922,0.236,0.937
"ENSG00000087470","DNM1L",0.254,3.126,0.0532767915467665,0.12004811903139,0.369,0.236
"ENSG00000092098","RNF31",-0.29,3.629,0.0533039496532348,0.120094675598988,0.49,0.275
"ENSG00000135899","SP110",0.345,2.145,0.0533127096888993,0.12009752157523,0.356,0.319
"ENSG00000138592","USP8",0.443,4.728,0.053318206186731,0.12009752157523,0.709,0.424
"ENSG00000224843","LINC00240",0.79,-1.74,0.053379683899439,0.120221349484044,0.188,0.644
"ENSG00000078142","PIK3C3",-0.26,3.376,0.0533961149963535,0.120243705910902,0.417,0.24
"ENSG00000100982","PCIF1",-0.262,3.36,0.0534664616191285,0.12038745548005,0.416,0.243
"ENSG00000171988","JMJD1C",-0.386,4.19,0.0535268888310899,0.120508837770251,0.645,0.369
"ENSG00000033122","LRRC7",0.843,-2.188,0.0535691961500653,0.120589400880432,0.17,0.591
"ENSG00000149922","TBX6",0.809,-1.541,0.0536024702711076,0.120647297535769,0.21,0.723
"ENSG00000198046","ZNF667",0.705,-0.217,0.053607968298107,0.120647297535769,0.316,0.647
"ENSG00000263155","MYZAP",-0.756,-0.816,0.0536623649753435,0.120755018738186,0.264,0.701
"ENSG00000187091","PLCD1",-0.338,2.539,0.0537099142203893,0.120847306995876,0.401,0.316
"ENSG00000185621","LMLN",-0.421,0.641,0.0537242190215238,0.120864781895082,0.24,0.381
"ENSG00000185477","GPRIN3",-0.573,0.392,0.0537383706054876,0.120881907886717,0.32,0.515
"ENSG00000005884","ITGA3",0.546,0.891,0.0537521523985784,0.120898197985171,0.366,0.503
"ENSG00000135637","CCDC142",0.511,0.913,0.0537715845458112,0.120927191230397,0.344,0.467
"ENSG00000213963","LOC100130691",0.669,-0.979,0.0538168896405312,0.121014356148262,0.213,0.577
"ENSG00000168612","ZSWIM1",0.521,1.09,0.0539212470244588,0.121234270553898,0.374,0.483
"ENSG00000281756","C2-AS1",1.471,-3.174,0.0539502792801823,0.121270046543464,0.226,1.147
"ENSG00000134986","NREP",-0.4,3.266,0.0539464619066205,0.121270046543464,0.558,0.384
"ENSG00000118655","DCLRE1B",0.42,0.253,0.0539594456746201,0.121275904284623,0.202,0.358
"ENSG00000107551","RASSF4",0.317,3.559,0.0540765122151706,0.121524240798644,0.515,0.301
"ENSG00000119913","TECTB",0.92,-2.336,0.0540893551729861,0.121538327425285,0.177,0.692
"ENSG00000277390","APOL5",-1.52,-1.827,0.0541144405346327,0.121579915863298,0.413,1.328
"ENSG00000156026","MCU",0.299,2.338,0.054130794342446,0.121601879233741,0.328,0.271
"ENSG00000154845","PPP4R1",0.261,2.948,0.0541397004092364,0.121607108355425,0.356,0.241
"ENSG00000239799","ITIH4-AS1",1.276,-3.093,0.0541672414358779,0.121639410250685,0.192,1.027
"ENSG00000135999","EPC2",-0.309,2.411,0.0541639780531344,0.121639410250685,0.345,0.292
"ENSG00000049323","LTBP1",-0.337,4.249,0.0541809890051961,0.121655503795707,0.612,0.323
"ENSG00000259293","LIPC-AS1",1.324,-2.976,0.0542108491626446,0.121677693772803,0.217,0.974
"ENSG00000167525","PROCA1",1.133,-2.527,0.0542039702841189,0.121677693772803,0.211,0.951
"ENSG00000124496","TRERF1",-0.496,-0.2,0.0542056189610039,0.121677693772803,0.203,0.438
"ENSG00000164062","APEH",-0.266,5.847,0.0542172002383737,0.121677693772803,0.681,0.257
"ENSG00000197386","HTT",-0.27,5.221,0.0542454885218585,0.121726402138271,0.639,0.261
"ENSG00000133195","SLC39A11",0.237,4.576,0.0543113766179536,0.121859462089998,0.536,0.226
"ENSG00000125508","SRMS",-1.222,-3.058,0.0543249978736429,0.121875231880117,0.188,0.834
"ENSG00000100749","VRK1",0.333,0.744,0.0543747224222206,0.121971983824435,0.187,0.278
"ENSG00000012174","MBTPS2",-0.264,4.001,0.0544185653602726,0.122055520413734,0.5,0.253
"ENSG00000092201","SUPT16H",-0.241,4.458,0.0544793061101009,0.122176932276031,0.528,0.229
"ENSG00000116353","MECR",0.267,2.746,0.0544953923646876,0.122198183315577,0.336,0.248
"ENSG00000121579","NAA50",0.282,5.102,0.0545054709086768,0.122205959395731,0.646,0.269
"ENSG00000101624","CEP76",0.425,0.865,0.0545269175714224,0.122239218800062,0.269,0.384
"ENSG00000166913","YWHAB",0.308,6.324,0.0545425757690237,0.122259495048645,0.725,0.298
"ENSG00000173535","TNFRSF10C",-0.646,-0.886,0.0546062333139065,0.122387345906993,0.215,0.519
"ENSG00000259408","LOC101929988",1.421,-3.066,0.0546674388863527,0.122509670899881,0.229,1.046
"ENSG00000113318","MSH3",-0.318,3.418,0.0547010499434206,0.122570134455039,0.496,0.303
"ENSG00000018625","ATP1A2",0.785,-0.604,0.0547367308833157,0.122635220834926,0.308,0.708
"ENSG00000104043","ATP8B4",-0.413,0.92,0.0547790895205819,0.122715250712249,0.267,0.367
"ENSG00000153046","CDYL",-0.351,1.616,0.0547919017179488,0.122729079747728,0.296,0.313
"ENSG00000154832","CXXC1",-0.311,2.857,0.0548006873075991,0.122733887275052,0.413,0.291
"ENSG00000176105","YES1",-0.272,5.314,0.0548126581234194,0.122745826537799,0.648,0.263
"ENSG00000126773","PCNX4",0.308,3.411,0.054844697565914,0.122802698546934,0.482,0.293
"ENSG00000126860","EVI2A",0.49,0.513,0.0548685290651927,0.12282630519486,0.279,0.429
"ENSG00000111319","SCNN1A",0.391,1.222,0.0548662172457284,0.12282630519486,0.282,0.357
"ENSG00000260249","LOC101927272",0.912,-2.451,0.0549000120365958,0.122867024516769,0.167,0.622
"ENSG00000122008","POLK",-0.323,2.607,0.0548964867549349,0.122867024516769,0.393,0.301
"ENSG00000166987","MBD6",-0.289,3.041,0.0549113834964106,0.122877597786545,0.413,0.266
"ENSG00000133818","RRAS2",0.253,3.581,0.0550481506054444,0.12316873784704,0.432,0.237
"ENSG00000113108","APBB3",0.585,0.079,0.0550827589217523,0.123231257585322,0.286,0.53
"ENSG00000232677","LINC00665",0.564,-0.079,0.0551358922971937,0.123335201476999,0.253,0.514
"ENSG00000277278","HERC2",0.983,-3.026,0.0551626241508566,0.123380068971898,0.144,0.5
"ENSG00000107679","PLEKHA1",-0.246,3.769,0.0554183704413762,0.123937091214527,0.442,0.234
"ENSG00000118600","TMEM5",0.233,2.397,0.0554341612669615,0.123957409602159,0.246,0.209
"ENSG00000151881","TMEM267",0.42,0.389,0.055542886454208,0.124185510279692,0.215,0.362
"ENSG00000140416","TPM1",0.237,4.386,0.0555683091232603,0.12422732645454,0.512,0.226
"ENSG00000177459","ERICH5",0.61,1.476,0.0556174890708912,0.124322237359673,0.493,0.573
"ENSG00000151500","THYN1",0.292,3.11,0.0556507120572558,0.124381460898371,0.423,0.274
"ENSG00000183579","ZNRF3",-0.267,3.129,0.0556833492831662,0.124439361079377,0.385,0.254
"ENSG00000063245","EPN1",-0.372,6.677,0.0557344655804438,0.124538538706646,0.744,0.362
"ENSG00000128641","MYO1B",-0.319,7.563,0.055744419437499,0.124545726096399,0.752,0.311
"ENSG00000170873","MTSS1",-0.246,5.917,0.055754098854453,0.12455229866144,0.667,0.239
"ENSG00000089723","OTUB2",0.939,-0.887,0.0557734642709182,0.124580505136804,0.342,0.838
"ENSG00000172689","MS4A10",1.486,-2.566,0.0557928375854956,0.12460297515906,0.301,1.227
"ENSG00000183386","FHL3",0.362,1.157,0.0557970046720059,0.12460297515906,0.249,0.325
"ENSG00000163006","CCDC138",0.523,-0.023,0.0558043216727284,0.124604262645495,0.238,0.455
"ENSG00000169247","SH3TC2",1.098,-2.691,0.0558211183013446,0.124626714120611,0.191,0.816
"ENSG00000272690","LINC02018",0.786,-1.619,0.0558905191227871,0.124736464626807,0.199,0.627
"ENSG00000129295","LRRC6",-0.704,-1.715,0.0558803718826588,0.124736464626807,0.162,0.608
"ENSG00000182057","OGFRP1",-0.675,-1.691,0.055883950784562,0.124736464626807,0.156,0.554
"ENSG00000188848","BEND4",-0.841,-2.543,0.0559573611778119,0.124870567205822,0.142,0.652
"ENSG00000168306","ACOX2",-0.277,7.16,0.0561021047154637,0.125178455977074,0.734,0.27
"ENSG00000186395","KRT10",0.4,2.023,0.056125415428531,0.125215354768504,0.397,0.374
"ENSG00000204359","CFB",-1.88,5.615,0.0561357847584981,0.125223376016121,0.806,1.751
"ENSG00000176619","LMNB2",-0.418,1.62,0.0562032783977325,0.125328565073641,0.357,0.392
"ENSG00000088970","KIZ",-0.36,2.065,0.0561992688918711,0.125328565073641,0.36,0.335
"ENSG00000130313","PGLS",0.32,4.227,0.0562032113384307,0.125328565073641,0.592,0.308
"ENSG00000177098","SCN4B",0.798,-1.083,0.0562419646835842,0.125399705601343,0.257,0.695
"ENSG00000214049","UCA1",0.843,-1.424,0.0562819095962105,0.125458504858983,0.236,0.726
"ENSG00000196628","TCF4",-0.514,3.52,0.0562775597282349,0.125458504858983,0.654,0.495
"ENSG00000133466","C1QTNF6",0.429,1.464,0.0562935507527035,0.125469324718408,0.348,0.398
"ENSG00000149100","EIF3M",0.244,5.181,0.056363473709637,0.125610027124334,0.611,0.235
"ENSG00000116580","GON4L",0.366,2.695,0.0563743925656238,0.125619216606572,0.45,0.35
"ENSG00000104081","BMF",0.431,2.382,0.0564578619191214,0.125790048865479,0.478,0.406
"ENSG00000196793","ZNF239",0.822,-1.934,0.0564894696525922,0.125845304410439,0.18,0.705
"ENSG00000205913","SRRM2-AS1",0.74,-1.719,0.056502851645593,0.125859948851721,0.176,0.563
"ENSG00000122482","ZNF644",-0.299,2.947,0.0565224268084939,0.125888383371303,0.402,0.288
"ENSG00000152503","TRIM36",-0.751,-2.107,0.0565319597716824,0.125894447456851,0.15,0.527
"ENSG00000128039","SRD5A3",0.401,3.373,0.0565462652078079,0.125911136910568,0.569,0.387
"ENSG00000173264","GPR137",0.361,3.317,0.0565979192715683,0.12601097623199,0.528,0.347
"ENSG00000156958","GALK2",0.248,3.167,0.0566784352551715,0.126175042645364,0.363,0.233
"ENSG00000103375","AQP8",1.554,-2.631,0.0566865756271993,0.126177969541771,0.308,1.31
"ENSG00000251580","LINC02482",0.548,-0.239,0.0567182254331816,0.126233218800601,0.23,0.469
"ENSG00000160051","IQCC",0.584,-1.171,0.0567439368659942,0.126274006222361,0.163,0.487
"ENSG00000165716","FAM69B",-0.414,2.338,0.0567502133341652,0.126274006222361,0.451,0.395
"ENSG00000104889","RNASEH2A",0.37,1.307,0.0567973084745495,0.126361183991573,0.274,0.335
"ENSG00000181038","METTL23",0.394,2.601,0.0568042416932379,0.126361183991573,0.471,0.372
"ENSG00000070778","PTPN21",-0.264,3.078,0.0568098993916457,0.126361183991573,0.372,0.252
"ENSG00000011198","ABHD5",0.308,2.273,0.0568251118763931,0.126379814502767,0.329,0.284
"ENSG00000101188","NTSR1",-1.208,-3.041,0.0569173352542092,0.126569693192507,0.189,0.723
"ENSG00000013583","HEBP1",0.246,5.396,0.0569516734783375,0.12663081981243,0.628,0.238
"ENSG00000112576","CCND3",-0.338,2.744,0.0569959751072647,0.126714082481407,0.429,0.318
"ENSG00000136895","GARNL3",0.437,0.774,0.0570931261520834,0.126900406042949,0.267,0.397
"ENSG00000143977","SNRPG",-0.245,3.961,0.0570935127696208,0.126900406042949,0.467,0.233
"ENSG00000274047","SYNRG",-0.271,2.718,0.0571193502157091,0.126942571301707,0.337,0.252
"ENSG00000274349","ZNF658",0.38,0.919,0.0572037263719049,0.127114663364888,0.237,0.349
"ENSG00000136213","CHST12",0.536,2.063,0.0572105376607091,0.127114663364888,0.514,0.514
"ENSG00000113161","HMGCR",0.713,4.953,0.0572235215891561,0.127128232195306,0.753,0.689
"ENSG00000005810","MYCBP2",-0.444,3.844,0.057244915306313,0.127160478773432,0.643,0.429
"ENSG00000128944","KNSTRN",0.359,1.361,0.0572534416654277,0.127164138246678,0.271,0.322
"ENSG00000168958","MFF",0.27,4.065,0.0572692656081078,0.127184003367549,0.517,0.259
"ENSG00000114030","KPNA1",0.265,5.242,0.0572793523634156,0.127191124058871,0.633,0.257
"ENSG00000180096","SEPT1",-0.479,1.358,0.0573042650698678,0.127231160711215,0.376,0.448
"ENSG00000138172","CALHM2",-0.408,0.608,0.057350288632291,0.127318053999824,0.226,0.372
"ENSG00000162522","KIAA1522",0.256,3.448,0.057361820708036,0.127328364266181,0.411,0.245
"ENSG00000011422","PLAUR",0.731,-0.364,0.0573991266346674,0.1273867871592,0.308,0.681
"ENSG00000198843","SELENOT",0.233,4.79,0.057408813362723,0.1273867871592,0.553,0.224
"ENSG00000025796","SEC63",-0.248,6.267,0.0574075718002166,0.1273867871592,0.684,0.243
"ENSG00000155304","HSPA13",0.345,2.338,0.0574275052598748,0.127412969543212,0.382,0.321
"ENSG00000143340","FAM163A",-1.028,-2.215,0.057455732445567,0.127459677194403,0.216,0.833
"ENSG00000120162","MOB3B",-0.415,0.519,0.0574623471674866,0.127459677194403,0.224,0.368
"ENSG00000180616","SSTR2",0.527,0.876,0.0574959448072048,0.127518900504618,0.346,0.497
"ENSG00000174473","GALNTL6",-1.341,-1.99,0.0575410929413657,0.127588418389599,0.324,1.254
"ENSG00000169564","PCBP1",-0.219,6.734,0.057537902540992,0.127588418389599,0.692,0.214
"ENSG00000113575","PPP2CA",0.214,4.958,0.0575615981157392,0.127618577928467,0.542,0.206
"ENSG00000188389","PDCD1",-1.467,-3.415,0.0576056989215155,0.127657695462958,0.213,0.64
"ENSG00000276977","PDCD1",-1.467,-3.415,0.0576023534931738,0.127657695462958,0.213,0.64
"ENSG00000232326","TAP2",-1.53,-0.166,0.0576014086117612,0.127657695462958,0.622,1.428
"ENSG00000005187","ACSM3",-0.322,5.999,0.0576173113862285,0.127657695462958,0.705,0.316
"ENSG00000099769","IGFALS",-0.62,7.03,0.0576203509467059,0.127657695462958,0.761,0.606
"ENSG00000116209","TMEM59",0.269,7.358,0.0576206756974423,0.127657695462958,0.736,0.263
"ENSG00000122591","FAM126A",0.304,2.196,0.0576589993827102,0.127727293300034,0.311,0.284
"ENSG00000130726","TRIM28",-0.298,5.554,0.057684581497654,0.127768652476112,0.675,0.291
"ENSG00000152127","MGAT5",-0.299,2.468,0.0577781613957132,0.127960595610537,0.342,0.279
"ENSG00000196924","FLNA",-0.416,5.327,0.0577957375288972,0.127984188303689,0.71,0.407
"ENSG00000123427","EEF1AKMT3",-0.313,1.537,0.0578431651844955,0.128073871314,0.246,0.278
"ENSG00000109472","CPE",-0.595,3.061,0.057890249571484,0.128162772883647,0.641,0.581
"ENSG00000134121","CHL1",-1.278,-0.584,0.0579189074463653,0.128210863735302,0.501,1.206
"ENSG00000011201","ANOS1",-0.815,-1.611,0.0579293256526055,0.128218572080228,0.208,0.685
"ENSG00000131791","PRKAB2",-0.383,5.041,0.0579806437777271,0.128316794071,0.684,0.376
"ENSG00000051620","HEBP2",0.279,5.422,0.0580205054472507,0.128389641333239,0.657,0.272
"ENSG00000143515","ATP8B2",-0.46,1.371,0.058061309570018,0.128464556398726,0.364,0.424
"ENSG00000137871","ZNF280D",-0.243,3.416,0.0581988109418284,0.128753377102757,0.385,0.233
"ENSG00000177239","MAN1B1",0.246,4.339,0.05820591848502,0.128753692606687,0.514,0.237
"ENSG00000101210","EEF1A2",1.214,-0.895,0.0582228494853399,0.128775735293849,0.439,1.136
"ENSG00000198721","ECI2",0.273,6.968,0.0582432378695667,0.128805418741095,0.725,0.267
"ENSG00000204323","SMIM5",1.104,-2.747,0.058251857960759,0.128809072519449,0.183,0.947
"ENSG00000088833","NSFL1C",0.235,4.801,0.0584252037972553,0.129176930677678,0.552,0.228
"ENSG00000162994","CLHC1",0.914,-2.271,0.0584527086882587,0.12922228806639,0.179,0.735
"ENSG00000054219","LY75",-0.681,0.15,0.0586037883699335,0.129540790602247,0.344,0.654
"ENSG00000214432","VPS33B-DT",1.105,-2.665,0.0586387076837588,0.12958850631196,0.192,0.904
"ENSG00000233098","LOC339260",1.005,-2.021,0.0586415183571312,0.12958850631196,0.228,0.846
"ENSG00000230308","TRIM39",0.688,-0.641,0.0586534151418462,0.12958850631196,0.256,0.616
"ENSG00000232839","TRIM39",0.688,-0.641,0.0586500501216628,0.12958850631196,0.256,0.616
"ENSG00000277494","GPIHBP1",-0.513,0.204,0.0587171749862233,0.129713873900015,0.257,0.454
"ENSG00000102174","PHEX",1.417,-3.146,0.0587709671869446,0.129805347034322,0.219,1.06
"ENSG00000100968","NFATC4",0.569,-0.773,0.0587776658277546,0.129805347034322,0.19,0.468
"ENSG00000172053","QARS",0.247,5.568,0.058779647301975,0.129805347034322,0.639,0.241
"ENSG00000171914","TLN2",-0.431,2.008,0.0588588853137419,0.129964805770405,0.416,0.418
"ENSG00000004534","RBM6",0.243,2.705,0.058920251460775,0.130084768721353,0.293,0.228
"ENSG00000167986","DDB1",-0.267,6.221,0.0589397676792823,0.130112317329736,0.687,0.264
"ENSG00000167261","DPEP2",-0.479,0.286,0.0589562611655818,0.130133187332173,0.247,0.405
"ENSG00000188611","ASAH2",0.311,1.905,0.0589794033801704,0.130153187404301,0.282,0.291
"ENSG00000109501","WFS1",-0.366,3.053,0.0589784338036551,0.130153187404301,0.498,0.352
"ENSG00000106460","TMEM106B",-0.243,4.743,0.0589978364685105,0.130178324774037,0.553,0.238
"ENSG00000281358","RASSF1-AS1",-0.762,-1.224,0.0590124576340736,0.130179601302176,0.225,0.672
"ENSG00000157637","SLC38A10",-0.341,6.327,0.0590124991297323,0.130179601302176,0.72,0.336
"ENSG00000089234","BRAP",-0.219,2.888,0.0590323584881251,0.130207872450958,0.28,0.203
"ENSG00000109684","CLNK",0.962,-1.119,0.0590851231574617,0.130262085472729,0.312,0.9
"ENSG00000154330","PGM5",-0.327,2.438,0.0590798999276659,0.130262085472729,0.371,0.31
