"Ensembl_ID","Gene_symbol","Log_FoldChange","logCPM","PValue","AdjPValue","Power","BCOV"
"ENSG00000123360","PDE1B",-1.004,0.838,4.35158321751045e-05,0.000367153662067084,0.873,0.413
"ENSG00000198203","SULT1C2",2.658,-1.953,4.3568141600245e-05,0.000367427310959001,0.884,1.038
"ENSG00000266338","NBPF15",0.803,2.793,4.36733356987097e-05,0.000368146504207181,0.983,0.356
"ENSG00000119397","CNTRL",-0.817,1.545,4.37936007830664e-05,0.00036899202555869,0.887,0.347
"ENSG00000101132","PFDN4",0.645,1.69,4.39226312078209e-05,0.000369910597042268,0.787,0.268
"ENSG00000233621","LINC01137",0.919,0.586,4.40055667621032e-05,0.000370440303808853,0.769,0.379
"ENSG00000164106","SCRG1",2.724,-1.655,4.40510344933629e-05,0.000370654266565456,0.934,1.076
"ENSG00000182545","RNASE10",-1.452,-0.424,4.40897650395368e-05,0.000370811372393484,0.838,0.59
"ENSG00000239672","NME1",0.636,3.921,4.42708593722003e-05,0.000372165123399042,0.992,0.284
"ENSG00000185880","TRIM69",1.119,1.142,4.43630022877014e-05,0.000372715640766379,0.946,0.483
"ENSG00000075975","MKRN2",-0.551,3.116,4.43766702005194e-05,0.000372715640766379,0.936,0.243
"ENSG00000157423","HYDIN",1.929,-1.617,4.44436359005981e-05,0.000372851907239197,0.76,0.764
"ENSG00000283022","HYDIN",1.929,-1.617,4.4425341777642e-05,0.000372851907239197,0.76,0.764
"ENSG00000142347","MYO1F",-0.775,2.721,4.44534027672395e-05,0.000372851907239197,0.977,0.341
"ENSG00000131153","GINS2",1.147,0.365,4.44928085938552e-05,0.000373013178986851,0.855,0.479
"ENSG00000267855","NDUFA7",0.592,3.504,4.4590342484915e-05,0.000373661410324632,0.976,0.263
"ENSG00000170653","ATF7",-0.634,3.712,4.46486060097372e-05,0.000373980122653376,0.988,0.284
"ENSG00000150457","LATS2",-0.655,2.444,4.50001438613453e-05,0.00037658336777765,0.916,0.29
"ENSG00000011304","PTBP1",-0.558,5.785,4.49863950670273e-05,0.00037658336777765,0.999,0.253
"ENSG00000131389","SLC6A6",-1.135,0.494,4.5185949323021e-05,0.000377967176101975,0.866,0.493
"ENSG00000147586","MRPS28",0.526,4.083,4.52930830282419e-05,0.000378691964206278,0.984,0.235
"ENSG00000183971","NPW",-1.882,2.203,4.53436549598811e-05,0.000378943402164721,0.999,0.829
"ENSG00000117971","CHRNB4",2.524,-2.906,4.5563446256293e-05,0.000380436254513926,0.642,0.852
"ENSG00000148584","A1CF",-0.546,7.733,4.55523219620922e-05,0.000380436254513926,1,0.249
"ENSG00000161888","SPC24",1.585,-1.197,4.5726895260926e-05,0.000381628616611051,0.724,0.624
"ENSG00000165757","JCAD",-0.847,1.988,4.58035064984639e-05,0.000382095496900092,0.948,0.371
"ENSG00000103241","FOXF1",-1.015,0.395,4.59903871598572e-05,0.000383308519854428,0.79,0.422
"ENSG00000121542","SEC22A",0.544,2.475,4.59871709225217e-05,0.000383308519854428,0.843,0.234
"ENSG00000039319","ZFYVE16",-0.616,2.866,4.60926924681723e-05,0.000383988063527099,0.943,0.272
"ENSG00000205730","ITPRIPL2",-0.762,3.488,4.61427936636295e-05,0.000384232289939574,0.993,0.34
"ENSG00000166401","SERPINB8",0.833,1.502,4.62546850209011e-05,0.00038499059310958,0.886,0.359
"ENSG00000126262","FFAR2",2.068,-0.837,4.63021700168209e-05,0.000385212382957224,0.931,0.854
"ENSG00000198795","ZNF521",-1.332,-0.54,4.6369915147944e-05,0.000385602452282903,0.764,0.516
"ENSG00000250056","LINC01018",-0.722,5.586,4.6588272317657e-05,0.000387244065676353,1,0.329
"ENSG00000047410","TPR",-0.566,4.367,4.67581702807374e-05,0.00038848158912796,0.993,0.255
"ENSG00000146205","ANO7",-0.983,-0.003,4.67867040590166e-05,0.000388544030204394,0.675,0.392
"ENSG00000175573","C11orf68",0.616,2.897,4.6843727078834e-05,0.000388842900215233,0.946,0.272
"ENSG00000147383","NSDHL",0.944,4.109,4.69057312990217e-05,0.000389182831595025,0.999,0.424
"ENSG00000213672","NCKIPSD",-0.575,2.75,4.69877120512955e-05,0.000389688131440219,0.91,0.25
"ENSG00000242950","ERVW-1",1.119,-0.157,4.70366496934745e-05,0.000389919061091287,0.726,0.465
"ENSG00000137709","POU2F3",2.604,-2.641,4.7102535570016e-05,0.000390290216291939,0.727,0.975
"ENSG00000076513","ANKRD13A",-0.486,3.325,4.76531974443552e-05,0.000394676078833491,0.92,0.213
"ENSG00000117298","ECE1",-0.628,6.109,4.769752161849e-05,0.000394866271670133,1,0.287
"ENSG00000170837","GPR27",-1.85,-2.378,4.78575508625963e-05,0.0003960137355622,0.546,0.583
"ENSG00000278165","DUSP8",2.015,-1.994,4.84957786121013e-05,0.000401115419876199,0.703,0.752
"ENSG00000184545","DUSP8",2.015,-1.994,4.85211722008493e-05,0.000401145970172138,0.703,0.752
"ENSG00000110344","UBE4A",-0.552,4.513,4.86308821725927e-05,0.000401873262334621,0.994,0.25
"ENSG00000172731","LRRC20",0.756,3.566,4.87054815580855e-05,0.000402130206379084,0.994,0.339
"ENSG00000187713","TMEM203",0.523,3.857,4.87053853536682e-05,0.000402130206379084,0.975,0.234
"ENSG00000203760","CENPW",1.308,-1.025,4.88068654174372e-05,0.000402787372369082,0.625,0.511
"ENSG00000154258","ABCA9",-1.017,1.808,4.89293328077301e-05,0.000403617869827621,0.971,0.447
"ENSG00000125877","ITPA",0.662,2.705,4.89622819329226e-05,0.000403709519987514,0.947,0.292
"ENSG00000243156","MICAL3",-0.795,4.042,4.90451069056412e-05,0.000404212147239271,0.998,0.36
"ENSG00000182162","P2RY8",-0.886,0.39,4.91718790709344e-05,0.000405076362079007,0.698,0.358
"ENSG00000170542","SERPINB9",-0.937,1.341,4.92216331576275e-05,0.000405305617172339,0.91,0.407
"ENSG00000226758","DISC1-IT1",2.675,-1.727,4.99841575526566e-05,0.000411312097047123,0.915,1.085
"ENSG00000196782","MAML3",-0.659,2.271,4.99955794690515e-05,0.000411312097047123,0.897,0.289
"ENSG00000089639","GMIP",-0.859,1.474,5.00741057460599e-05,0.000411440885945716,0.894,0.373
"ENSG00000162402","USP24",-0.553,4.292,5.00780046185146e-05,0.000411440885945716,0.991,0.251
"ENSG00000169020","ATP5I",0.582,5.414,5.0067250014231e-05,0.000411440885945716,0.999,0.265
"ENSG00000170632","ARMC10",-0.725,3.118,5.01938141320557e-05,0.000412209172832155,0.982,0.326
"ENSG00000119707","RBM25",1.912,5.041,5.03812029388556e-05,0.000413564350589558,1,0.838
"ENSG00000104848","KCNA7",3.205,-2.032,5.04090484632191e-05,0.000413609263156266,0.946,1.244
"ENSG00000118762","PKD2",-0.729,3.819,5.04408285398461e-05,0.000413686404785978,0.995,0.331
"ENSG00000138829","FBN2",-2.468,-1.805,5.06385868414581e-05,0.000414965892194441,0.876,0.938
"ENSG00000155111","CDK19",-0.688,2.427,5.06417317316163e-05,0.000414965892194441,0.93,0.306
"ENSG00000120457","KCNJ5",1.51,-1.066,5.10515793046773e-05,0.000418138898992585,0.721,0.599
"ENSG00000264247","LINC00909",0.702,1.558,5.12446655770963e-05,0.000419534494179895,0.806,0.301
"ENSG00000224259","LINC01133",2.984,-1.133,5.13163604628733e-05,0.000419935475660326,0.985,1.204
"ENSG00000168016","TRANK1",-0.703,4.435,5.14005378180719e-05,0.000420438204471185,0.998,0.321
"ENSG00000096968","JAK2",-0.877,1.212,5.16132471268686e-05,0.000421991369476909,0.862,0.38
"ENSG00000137474","MYO7A",-0.655,4.166,5.16872087716062e-05,0.000422409257892092,0.995,0.298
"ENSG00000196104","SPOCK3",-2.665,-1.88,5.17425406613898e-05,0.000422674594196399,0.894,1.063
"ENSG00000099624","ATP5D",-1.05,6.045,5.19818117907691e-05,0.00042429557375596,1,0.479
"ENSG00000144028","SNRNP200",-0.645,6.151,5.19868805884047e-05,0.00042429557375596,1,0.296
"ENSG00000180998","GPR137C",1.364,-0.8,5.21834686386222e-05,0.000425712092344911,0.71,0.556
"ENSG00000073464","CLCN4",-0.719,2.298,5.22631145635801e-05,0.000426173769661377,0.929,0.321
"ENSG00000165630","PRPF18",0.515,2.419,5.26274036794607e-05,0.000428873179174487,0.8,0.22
"ENSG00000117408","IPO13",0.581,3.47,5.26405519607763e-05,0.000428873179174487,0.971,0.26
"ENSG00000214194","SMIM30",0.551,3.329,5.27455706280872e-05,0.000429539479573048,0.954,0.244
"ENSG00000280852","LOC653653",-2.689,-2.457,5.28395435389115e-05,0.000430115280431668,0.805,0.922
"ENSG00000024048","UBR2",-0.586,4.482,5.29519348361551e-05,0.00043084043458678,0.995,0.267
"ENSG00000112531","QKI",-0.555,4.993,5.30354919320655e-05,0.000431330446043186,0.997,0.254
"ENSG00000168802","CHTF8",0.568,5.253,5.31807816197948e-05,0.000432321868523978,0.998,0.258
"ENSG00000122376","FAM35A",0.592,4.693,5.3214097402157e-05,0.000432402551462099,0.997,0.268
"ENSG00000105650","PDE4C",2.221,-1.46,5.3637910826064e-05,0.000435463513188677,0.874,0.903
"ENSG00000111271","ACAD10",-0.589,4.133,5.3631682280473e-05,0.000435463513188677,0.991,0.268
"ENSG00000132704","FCRL2",2.605,-1.573,5.37041517623869e-05,0.000435809898805744,0.927,1.041
"ENSG00000261617","LINC02177",1.238,-0.626,5.39892337302043e-05,0.000437931099050705,0.683,0.506
"ENSG00000166439","RNF169",-0.585,2.862,5.40560332255603e-05,0.000438280627284082,0.926,0.261
"ENSG00000132953","XPO4",-0.733,2.568,5.41133251934627e-05,0.000438552796811202,0.957,0.33
"ENSG00000107789","MINPP1",0.561,3.609,5.41608064183094e-05,0.000438745253045078,0.973,0.251
"ENSG00000198860","TSEN15",0.54,2.363,5.43480864449523e-05,0.000440069525195527,0.816,0.232
"ENSG00000114405","C3orf14",1.158,-0.519,5.47063588739633e-05,0.00044277659813664,0.662,0.467
"ENSG00000115183","TANC1",-0.762,1.802,5.47916233244018e-05,0.000443272625284417,0.889,0.336
"ENSG00000116299","KIAA1324",1.535,-1.117,5.48651835703483e-05,0.000443673571076754,0.718,0.617
"ENSG00000164692","COL1A2",0.735,5.016,5.50688442360311e-05,0.000445125778114242,0.999,0.335
"ENSG00000196565","HBG2",2.383,-1.469,5.5119864967469e-05,0.000445343454453073,0.906,0.96
"ENSG00000253729","PRKDC",-0.616,4.44,5.55552171369432e-05,0.000448664807336624,0.996,0.283
"ENSG00000247077","PGAM5",0.619,3.097,5.56530753455986e-05,0.000449173474960639,0.96,0.277
"ENSG00000177410","ZFAS1",-0.62,3.346,5.56667981788827e-05,0.000449173474960639,0.974,0.277
"ENSG00000246548","LINC02288",2.687,-0.776,5.58659774532366e-05,0.000450387465852827,0.985,1.119
"ENSG00000023839","ABCC2",-0.687,6.677,5.58584149179721e-05,0.000450387465852827,1,0.317
"ENSG00000198840","ND3",0.924,12.497,5.60849317806486e-05,0.000451955557496543,1,0.422
"ENSG00000142192","APP",-0.584,7.936,5.62416203048254e-05,0.000453020737671025,1,0.27
"ENSG00000197177","ADGRA1",-1.792,-0.747,5.64068074932067e-05,0.000454153416079887,0.884,0.755
"ENSG00000148346","LCN2",2.103,0.527,5.65780502338179e-05,0.000455333842674078,0.995,0.905
"ENSG00000228486","C2orf92",2.026,-1.226,5.68532637611614e-05,0.000457349623102189,0.866,0.837
"ENSG00000151135","TMEM263",0.639,3.158,5.71095058972564e-05,0.000459211103095555,0.969,0.286
"ENSG00000147676","MAL2",0.56,4.402,5.7206056258098e-05,0.000459787459124869,0.993,0.254
"ENSG00000260266","PPIAP46",1.347,-1.489,5.73332686633005e-05,0.000460409558866104,0.53,0.498
"ENSG00000105519","CAPS",1.153,0.602,5.73310573008086e-05,0.000460409558866104,0.89,0.503
"ENSG00000146263","MMS22L",1.765,0.628,5.73741656004618e-05,0.000460537918059113,0.987,0.767
"ENSG00000100324","TAB1",-0.537,3.342,5.75403512809451e-05,0.000461671412230708,0.948,0.24
"ENSG00000066739","ATG2B",-0.566,3.682,5.76645110008811e-05,0.000462466876512923,0.976,0.257
"ENSG00000102858","MGRN1",-0.734,4.369,5.77544364248757e-05,0.000462987212380856,0.998,0.336
"ENSG00000215910","C1orf167",2.899,-2.348,5.77999708589283e-05,0.000463151391980125,0.857,1.143
"ENSG00000136710","CCDC115",0.559,3.021,5.79464089190689e-05,0.000464123620137742,0.929,0.248
"ENSG00000206573","THUMPD3-AS1",0.945,0.465,5.80795810178378e-05,0.000464988798049264,0.756,0.399
"ENSG00000183049","CAMK1D",0.637,4.388,5.82656464334421e-05,0.000466276510808922,0.996,0.29
"ENSG00000256195","LOC101928940",3.236,-2.496,5.8291012494007e-05,0.000466277653381312,0.89,1.243
"ENSG00000163406","SLC15A2",-1.499,-1.249,5.86267636718106e-05,0.000468760533407046,0.668,0.594
"ENSG00000164309","CMYA5",-1.119,1.247,5.88629843043751e-05,0.0004703118568881,0.952,0.493
"ENSG00000136783","NIPSNAP3A",0.587,3.745,5.88716670366257e-05,0.0004703118568881,0.983,0.265
"ENSG00000079435","LIPE",-1.337,-0.619,5.89775983062373e-05,0.000470913174134937,0.74,0.548
"ENSG00000114857","NKTR",1.88,3.3,5.89978854969444e-05,0.000470913174134937,1,0.832
"ENSG00000231028","LINC00271",2.144,-2.595,5.93395852090368e-05,0.000473436155448535,0.599,0.715
"ENSG00000164050","PLXNB1",-0.593,5.574,5.94309465104179e-05,0.000473960516476094,0.999,0.274
"ENSG00000142733","MAP3K6",-1.057,0.554,5.96701532933619e-05,0.000475662981363126,0.841,0.455
"ENSG00000011021","CLCN6",-0.624,2.343,5.97821494284063e-05,0.000476145116042016,0.886,0.271
"ENSG00000133639","BTG1",0.535,5.67,5.97574851997525e-05,0.000476145116042016,0.999,0.246
"ENSG00000107331","ABCA2",-0.645,4.678,5.98467981963478e-05,0.000476454742229838,0.998,0.296
"ENSG00000228358","LINC02263",2.361,-2.636,5.99104165634556e-05,0.000476755902105914,0.664,0.788
"ENSG00000157036","EXOG",0.962,-0.256,5.99752415058487e-05,0.000477006006268296,0.591,0.386
"ENSG00000048471","SNX29",-0.591,2.42,5.99934525897322e-05,0.000477006006268296,0.872,0.259
"ENSG00000140829","DHX38",-0.5,3.925,6.05819705588533e-05,0.000481478206255788,0.971,0.227
"ENSG00000130414","NDUFA10",-0.471,4.406,6.11264845243083e-05,0.000485423316347041,0.983,0.214
"ENSG00000281434","NDUFA10",-0.471,4.406,6.11308817730126e-05,0.000485423316347041,0.983,0.214
"ENSG00000120658","ENOX1",2.48,-1.316,6.14358114905661e-05,0.000487635213059083,0.936,1.019
"ENSG00000105323","HNRNPUL1",-0.471,5.905,6.15242436919177e-05,0.000488127540295618,0.998,0.217
"ENSG00000235989","MORC2-AS1",2.621,-0.728,6.18041508693199e-05,0.000490137937782174,0.984,1.093
"ENSG00000138675","FGF5",2.853,-2.615,6.18728313094102e-05,0.000490472195362675,0.796,1.082
"ENSG00000197576","HOXA4",-1.341,-0.644,6.21119794707738e-05,0.000492156902056033,0.744,0.516
"ENSG00000093144","ECHDC1",0.612,5.091,6.23181266226979e-05,0.000493578786952525,0.998,0.281
"ENSG00000063015","SEZ6",2.646,-2.927,6.23565660822366e-05,0.000493671726165407,0.676,0.863
"ENSG00000119421","NDUFA8",0.466,3.79,6.24017244816071e-05,0.000493817756321485,0.951,0.209
"ENSG00000225830","ERCC6",-0.606,2.039,6.25587062812895e-05,0.00049484820039192,0.817,0.262
"ENSG00000187266","EPOR",-0.841,0.733,6.27032976423537e-05,0.000495727528403567,0.74,0.353
"ENSG00000131981","LGALS3",1.084,2.624,6.27235036749943e-05,0.000495727528403567,0.995,0.491
"ENSG00000089351","GRAMD1A",-0.686,2.427,6.31772059076924e-05,0.00049909992667077,0.928,0.307
"ENSG00000168542","COL3A1",0.705,6.538,6.36437784571171e-05,0.000502571075847188,1,0.325
"ENSG00000198074","AKR1B10",2.918,1.9,6.41654746119294e-05,0.000506474365361284,1,1.232
"ENSG00000172738","TMEM217",2.614,-2.834,6.44922683895431e-05,0.000508836565705973,0.69,0.875
"ENSG00000118482","PHF3",-0.593,5.21,6.477885843861e-05,0.000510879683061495,0.998,0.274
"ENSG00000129810","SGO1",2.122,-1.08,6.50558773336081e-05,0.000512845606988947,0.907,0.891
"ENSG00000120334","CENPL",1.465,-0.816,6.51413536686669e-05,0.000513300538754891,0.754,0.611
"ENSG00000099942","CRKL",-0.546,5.031,6.54434341902425e-05,0.000515461152296899,0.997,0.253
"ENSG00000197122","SRC",-0.759,1.903,6.55012380595402e-05,0.000515696714978135,0.902,0.334
"ENSG00000101417","PXMP4",0.578,3.175,6.55559719901345e-05,0.000515907917500905,0.95,0.262
"ENSG00000161642","ZNF385A",-0.901,1.949,6.56172901025616e-05,0.000516170733972746,0.957,0.4
"ENSG00000169217","CD2BP2",0.521,3.369,6.57170346983925e-05,0.000516735475727131,0.942,0.234
"ENSG00000170961","HAS2",2.428,-1.602,6.61101087883085e-05,0.000519588869517104,0.892,0.989
"ENSG00000236383","LINC00854",2.237,-0.912,6.61361359933866e-05,0.000519588869517104,0.943,0.949
"ENSG00000197168","NEK5",1.457,-0.455,6.62076989519992e-05,0.00051993012864344,0.826,0.623
"ENSG00000095383","TBC1D2",-0.865,3.238,6.62471970946257e-05,0.000520019399359342,0.994,0.396
"ENSG00000273761","DDX24",-0.548,4.66,6.63949295421557e-05,0.000520957838504368,0.994,0.253
"ENSG00000166783","MARF1",-0.573,3.301,6.66237220777437e-05,0.000522531237305545,0.956,0.261
"ENSG00000124243","BCAS4",1.295,-0.096,6.68518462416496e-05,0.000523705498397222,0.83,0.553
"ENSG00000231574","LINC02015",1.154,0.068,6.68168530545297e-05,0.000523705498397222,0.794,0.497
"ENSG00000152348","ATG10",0.797,1.426,6.68584321225491e-05,0.000523705498397222,0.85,0.347
"ENSG00000137094","DNAJB5",0.991,0.328,6.69075848609437e-05,0.000523868536103094,0.753,0.427
"ENSG00000164828","SUN1",-0.514,4.156,6.71002633170417e-05,0.000525154728060471,0.982,0.236
"ENSG00000114790","ARHGEF26",-0.763,3.866,6.73639169418295e-05,0.000526995077692196,0.996,0.352
"ENSG00000166855","CLPX",-0.554,5.112,6.77187433886853e-05,0.000529546823300861,0.997,0.257
"ENSG00000108511","HOXB6",-1.476,-1.057,6.77588038655828e-05,0.000529636045775545,0.706,0.589
"ENSG00000215126","CBWD2",1.085,-0.072,6.77913142222785e-05,0.00052966620233011,0.722,0.458
"ENSG00000204282","TNRC6C-AS1",-1.028,-0.054,6.8033194490866e-05,0.000531331488533227,0.694,0.412
"ENSG00000104714","ERICH1",1.164,1.895,6.82580615222253e-05,0.000532862552913791,0.986,0.525
"ENSG00000066777","ARFGEF1",-0.579,3.906,6.83914563390324e-05,0.000533678540263129,0.985,0.266
"ENSG00000137074","APTX",0.53,2.774,6.85484583220012e-05,0.000534677974911609,0.876,0.235
"ENSG00000116698","SMG7",-0.492,4.548,6.86700140175097e-05,0.000535400202078315,0.988,0.227
"ENSG00000121552","CSTA",1.207,2.533,6.87951257020252e-05,0.000536149533611989,0.996,0.548
"ENSG00000137547","MRPL15",0.49,4.105,6.90950860510925e-05,0.000538260329009902,0.976,0.224
"ENSG00000198728","LDB1",-0.659,2.577,6.91472216653039e-05,0.000538439570221065,0.93,0.298
"ENSG00000140044","JDP2",-0.608,2.189,6.92978917660757e-05,0.000539385611447442,0.845,0.268
"ENSG00000159128","IFNGR2",-1.901,-0.068,6.9362662068359e-05,0.000539662529880339,0.967,0.831
"ENSG00000105976","MET",-0.685,5.997,6.97320556452925e-05,0.000542308279620899,1,0.32
"ENSG00000014123","UFL1",-0.548,4.241,7.01463178289062e-05,0.000545300601928158,0.989,0.252
"ENSG00000151117","TMEM86A",-0.801,1.462,7.02410266912804e-05,0.000545807322158474,0.856,0.355
"ENSG00000173599","PC",-0.829,6.855,7.03120261064373e-05,0.000546129459917479,1,0.387
"ENSG00000139351","SYCP3",2.788,-1.482,7.03945646325588e-05,0.000546311470108095,0.952,1.153
"ENSG00000111666","CHPT1",0.512,6.131,7.03702393927032e-05,0.000546311470108095,0.999,0.238
"ENSG00000065989","PDE4A",-0.865,1.014,7.0454040794197e-05,0.000546543599715285,0.817,0.374
"ENSG00000163435","ELF3",1.06,2.629,7.05438439793636e-05,0.000547010696225888,0.994,0.482
"ENSG00000160145","KALRN",-0.593,3.291,7.0990223183309e-05,0.000550241201579308,0.962,0.272
"ENSG00000264954","PRR29-AS1",2.281,-1.787,7.11681034835493e-05,0.000551053703065238,0.827,0.923
"ENSG00000172260","NEGR1",2.07,0.931,7.11793456812645e-05,0.000551053703065238,0.997,0.909
"ENSG00000273749","CYFIP1",-0.522,5.182,7.11844770593849e-05,0.000551053703065238,0.997,0.243
"ENSG00000205323","SARNP",0.604,2.656,7.12628726279349e-05,0.000551429662369194,0.911,0.271
"ENSG00000177697","CD151",0.751,5.924,7.13632818130411e-05,0.000551975576399949,1,0.348
"ENSG00000114646","CSPG5",2.115,-2.436,7.14855428465652e-05,0.000552689981205188,0.628,0.742
"ENSG00000172239","PAIP1",0.474,4.815,7.16498262320394e-05,0.000553728548380218,0.991,0.218
"ENSG00000173207","CKS1B",0.568,3.084,7.18552247815794e-05,0.000555083863481938,0.938,0.256
"ENSG00000160007","ARHGAP35",-0.51,6.553,7.18862777179368e-05,0.000555091783581362,0.999,0.238
"ENSG00000141293","SKAP1",0.696,3.473,7.19401416188564e-05,0.000555275765330346,0.987,0.318
"ENSG00000115318","LOXL3",-1.227,-1.124,7.20487310315394e-05,0.000555815789975092,0.551,0.478
"ENSG00000181894","ZNF329",0.626,2.052,7.20702395634694e-05,0.000555815789975092,0.836,0.274
"ENSG00000186625","KATNA1",0.583,1.699,7.23584372987576e-05,0.000557805701378162,0.714,0.251
"ENSG00000167637","ZNF283",1.09,0.398,7.24182489975578e-05,0.000558034077102481,0.827,0.472
"ENSG00000246366","LACTB2-AS1",2.091,-0.727,7.28302299680844e-05,0.00056097484632917,0.94,0.898
"ENSG00000280830","ADI1",4.674,7.361,7.29936872589817e-05,0.000561999709566653,1,1.815
"ENSG00000259848","LOC442028",0.98,1.655,7.30425952186828e-05,0.000562142137890329,0.951,0.442
"ENSG00000164796","CSMD3",2.358,-2.261,7.34399728132339e-05,0.00056472669531738,0.742,0.948
"ENSG00000149564","ESAM",-0.621,2.458,7.34189416010394e-05,0.00056472669531738,0.896,0.278
"ENSG00000205726","ITSN1",-0.535,4.679,7.3470069362669e-05,0.00056472669531738,0.994,0.248
"ENSG00000185960","SHOX",2.191,-2.433,7.37119698107436e-05,0.000566350571039653,0.651,0.819
"ENSG00000080573","COL5A3",1.794,2.729,7.37663668604496e-05,0.000566533052672319,1,0.806
"ENSG00000170927","PKHD1",-0.857,1.378,7.39158723372083e-05,0.000567445521605329,0.876,0.378
"ENSG00000184831","APOO",0.65,1.891,7.43493598861203e-05,0.000570536432899468,0.825,0.285
"ENSG00000167850","CD300C",-1.445,-0.923,7.45907099435583e-05,0.000572055906245464,0.721,0.589
"ENSG00000138587","MNS1",2.169,0.02,7.46092605191936e-05,0.000572055906245464,0.987,0.94
"ENSG00000118849","RARRES1",1.135,0.071,7.47138206199103e-05,0.000572620102810805,0.786,0.483
"ENSG00000144554","FANCD2",1.497,-0.253,7.49515381385209e-05,0.000574203951110111,0.876,0.645
"ENSG00000072042","RDH11",0.782,6.989,7.51069662485348e-05,0.000575156328943834,1,0.364
"ENSG00000154803","FLCN",-0.804,3.06,7.5284294580595e-05,0.000576275556777176,0.987,0.369
"ENSG00000075239","ACAT1",0.584,8.17,7.5520290821645e-05,0.000577842755020252,1,0.273
"ENSG00000234722","LINC01287",-2.221,-1.741,7.55930511575998e-05,0.000578160175299706,0.824,0.876
"ENSG00000135597","REPS1",-0.642,4.301,7.56958926987652e-05,0.000578707308697012,0.995,0.299
"ENSG00000117614","SYF2",0.554,4.155,7.58264336178251e-05,0.000579465668399799,0.987,0.256
"ENSG00000156510","HKDC1",2.398,-0.687,7.58681974019395e-05,0.000579545246765394,0.973,1.019
"ENSG00000189051","RNF222",2.914,-3.082,7.60852213222213e-05,0.000580962991062612,0.708,0.965
"ENSG00000109103","UNC119",0.742,2.047,7.6226242336365e-05,0.000581799469789448,0.909,0.334
"ENSG00000073605","GSDMB",1.552,1.189,7.64020565682521e-05,0.000582900708923115,0.989,0.698
"ENSG00000143158","MPC2",0.479,6.705,7.65788663677868e-05,0.000584008631879087,0.999,0.224
"ENSG00000120688","WBP4",1.006,2.951,7.72317733686286e-05,0.000588744974223698,0.995,0.462
"ENSG00000074410","CA12",3.716,0.376,7.747425340265e-05,0.000590349978730992,1,1.519
"ENSG00000185022","MAFF",1.878,0.584,7.81527613035017e-05,0.000594784662600467,0.989,0.833
"ENSG00000246705","H2AFJ",0.868,3.883,7.81207329164436e-05,0.000594784662600467,0.998,0.402
"ENSG00000162896","PIGR",-0.883,5.434,7.81132752591209e-05,0.000594784662600467,1,0.414
"ENSG00000187010","RHD",2.424,-0.661,7.85833046675859e-05,0.000597815214026746,0.975,1.042
"ENSG00000163002","NUP35",0.624,1.728,7.92952965358809e-05,0.000602983484887822,0.768,0.269
"ENSG00000134278","SPIRE1",-1.101,2.21,7.94274268478836e-05,0.000603739890094563,0.988,0.505
"ENSG00000129255","MPDU1",0.606,5.862,7.97448289922849e-05,0.000605903373921651,0.999,0.283
"ENSG00000135047","CTSL",-0.517,6.472,7.9790131960139e-05,0.000605998512495945,0.999,0.243
"ENSG00000268516","LOC105372482",1.193,-0.576,7.99058780024755e-05,0.000606379335284796,0.666,0.497
"ENSG00000172428","COPS9",0.698,2.789,7.98762732200205e-05,0.000606379335284796,0.96,0.32
"ENSG00000114423","CBLB",-0.655,1.885,8.04264109477661e-05,0.000609828807539132,0.828,0.288
"ENSG00000162804","SNED1",-0.554,3.148,8.04226121603597e-05,0.000609828807539132,0.934,0.255
"ENSG00000144406","UNC80",1.012,-0.447,8.06978976894752e-05,0.000611636464406576,0.58,0.406
"ENSG00000273841","TAF9",0.578,2.287,8.08884111097903e-05,0.000612327259531361,0.835,0.255
"ENSG00000129116","PALLD",-0.755,2.965,8.08248732748256e-05,0.000612327259531361,0.979,0.349
"ENSG00000160972","PPP1R16A",-1.009,4.463,8.0886488024095e-05,0.000612327259531361,0.999,0.472
"ENSG00000219438","FAM19A5",-2.528,-0.786,8.10583683574088e-05,0.000613362667808047,0.976,1.066
"ENSG00000274311","LILRB5",-3.373,-0.763,8.11047072616965e-05,0.000613462200670917,0.996,1.403
"ENSG00000145868","FBXO38",-0.592,3.775,8.14485606924969e-05,0.000615811080965848,0.982,0.275
"ENSG00000249699","LINC02261",2.394,-2.812,8.15022117151519e-05,0.000615964793853761,0.623,0.842
"ENSG00000126581","BECN1",0.493,4.161,8.16391973962323e-05,0.000616747937501737,0.978,0.227
"ENSG00000198937","CCDC167",0.796,2.895,8.17296775331658e-05,0.000617179256077656,0.982,0.366
"ENSG00000175029","CTBP2",-0.623,1.513,8.21982952944461e-05,0.000620464551577432,0.715,0.27
"ENSG00000121933","TMIGD3",-1.49,0.022,8.32278629538523e-05,0.000627979703904047,0.91,0.659
"ENSG00000143612","C1orf43",0.493,6.668,8.33811156445974e-05,0.000628879356918004,0.999,0.232
"ENSG00000215483","LINC00548",2.056,-1.525,8.34888913365111e-05,0.000629435418126731,0.815,0.853
"ENSG00000144711","IQSEC1",-0.536,6.052,8.37797050882603e-05,0.000631370415108675,0.999,0.253
"ENSG00000165572","KBTBD6",0.649,2.131,8.39654615271188e-05,0.000632512437567367,0.865,0.291
"ENSG00000135002","RFK",0.546,3.574,8.41356293070192e-05,0.00063353614801204,0.964,0.251
