ESR1	JUN
FOS	CXCL8
FOS	IL1B
JUND	NOS2
STAT3	PTGS2
NFKB1	IL4
RELA	IL4
TP53	CASP10
STAT5A	PIM1
GATA2	GATA1
EGR2	IGF2
TFAP2A	BACE1
SP1	APP
PPARG	NR1H3
SP1	ALOX15B
CEBPA	SPP1
TP53	PML
EGR1	PTGES
ESR1	MYC
CEBPD	C3
USF1	BHLHE40
SP1	KLK3
HIF1A	NR4A1
MYB	ELANE
ETS1	TNC
IRF1	TAP1
MITF	FOS
RBPJ	HEY1
HNF4A	EPO
SMAD3	EPO
SP1	EPO
MITF	TRPM1
SP1	PCK1
ATF4	VEGFA
RUNX1	CCND3
PPARG	SAT1
LEF1	CLDN2
CREB1	ETV3
USF1	TGFB1
USF2	TGFB1
STAT3	TRH
MYC	MYBL2
MYBL2	MYC
CEBPB	ALB
SP1	NR3C1
ESR1	ABCG2
SPI1	TGFBR2
ETV4	TGFBR2
MITF	BEST1
HNF1A	APOH
ETV4	WT1
GATA4	CYP17A1
GATA6	CYP17A1
SP1	CYP17A1
JUN	SPP1
TFAP4	MDM2
RARA	CXCR5
SREBF1	LDLR
SMAD3	TNC
SMAD4	TNC
ZNF148	MMP3
RELA	GSTP1
TP53	PLK1
SP1	TGFA
NR4A1	CYP17A1
CREM	CCNA2
SP1	IVL
TP53	TP53AIP1
EPAS1	SERPINE1
JUND	PLAUR
ESR1	BMP6
PPARG	CDKN1A
TP53	CHEK2
MYB	NR3C1
CEBPB	ABCB1
ESR1	HOXA10
PAX6	GCK
HIF1A	TIMP1
RUNX1	TIMP1
TP53	HSP90AB1
STAT1	CXCL8
TP53	SLC2A1
VDR	CDKN1B
PPARG	BCL2
SP1	CYP19A1
STAT3	CYP19A1
FOS	ACP5
FOS	NFATC1
NFKB1	IL2
GLI1	PTCH1
GLI2	PTCH1
ESR1	PELP1
MYC	EIF4E
LEF1	CD1D
TP53	COP1
TP53	SIVA1
MYB	DHRS2
MYBL1	DHRS2
E2F4	PLK1
SP3	CNMD
FOXO3	FBXO32
SP3	KDR
MYCN	NES
SP3	SCT
SP1	SCT
CEBPA	CPS1
ESR1	TAC3
SREBF1	NR0B2
KLF6	IGF1R
GFI1	GFI1B
AR	SCAP
CTCF	IGF2
CEBPA	NFYA
RELA	SIRT1
EPAS1	EGLN3
HIF1A	EGLN3
ESR1	MTA3
EGR3	NAB2
GLI2	GLI1
NRF1	FMR1
USF1	FMR1
HIF1A	CYGB
TP53	S100B
STAT3	IL21
SP1	DDIT4
NFATC2	IL2
ETS1	NOS3
USF2	THBS1
USF1	PF4
USF2	PF4
HHEX	TLE1
FOS	IL12B
PPARA	ANGPTL4
PPARD	ANGPTL4
PPARG	ANGPTL4
EPAS1	FLT1
HIF1A	FLT1
STAT1	JUN
ETS1	SOCS1
STAT6	SOCS1
JUN	F3
PROX1	CYP7A1
SP1	DPYSL2
NR4A1	HSD3B2
MYC	CDK4
USF1	CDK4
ESR1	CXCL8
TP53	EZH2
E2F3	TP73
JUN	MMP2
ESR2	SERPINE1
ESR1	SERPINE1
JUN	GNRHR
STAT3	ETV6
HIF1A	ITGB2
JUN	REN
SMAD3	BAMBI
SMAD4	BAMBI
IRF1	TNFSF10
USF1	HMOX1
USF2	HMOX1
EGR1	FGF2
SP1	PDGFC
EGR1	PDGFC
ETS1	PLAU
HIF1A	ID2
SP1	BRCA1
SP1	NKX2-1
HIF1A	RORA
JUN	MYB
JUND	MYB
LHX3	FSHB
E2F1	BIRC5
TP53	AIFM2
TBP	CDKN1A
GATA1	GFI1B
PGR	CCND1
FLI1	IGFBP3
MYC	WT1
WT1	MYC
TP53	TNFRSF10A
YY1	HSD3B2
NR1H2	ABCA1
NR1H2	ABCG1
ELK1	TLR9
ETS1	GRPR
SPI1	CTSK
FOXO3	SOD2
FOS	NPPA
HIF1A	NPM1
BMAL1	NR1D1
NR1D1	BMAL1
HIF1A	FECH
FOSL1	MMP9
REST	OPRM1
FOS	CREM
CREM	FOS
AR	ZBTB16
ESR1	TSC22D3
SP1	GCLC
ESR1	CRHBP
SREBF2	ABCA1
CDX2	UGT1A8
HNF1A	UGT1A8
GLI2	FOXE1
MYC	CFLAR
IRF8	NF1
TP53	SH2D1A
EGR1	SYN1
CEBPB	ASNS
NR4A1	MDM2
CREB1	G6PC1
E2F4	CCNA2
STAT1	OPRM1
SP1	NQO2
TP53	CCNA1
SP1	MUC4
SP1	SREBF1
E2F1	ISYNA1
NFKB1	IL10
TP63	SERPINB5
FOXP3	IL2RA
FLI1	MPL
ETS1	GP9
ETS1	MPL
E2F1	HES1
HES1	E2F1
ETS1	CHUK
HNF4A	UGT1A9
HIF1A	PFKFB4
JUN	STMN1
TAL1	FLT1
GATA3	ZEB1
IRF8	IL12A
TP53	BAK1
RELA	MICA
WT1	NPHS1
BCL6	CCND2
FOXO3	CCND2
FOXO3	BCL6
BCL6	FOXO3
IRF1	TP53
JUN	SPRR1A
FOS	FOSL1
FOXL2	CYP19A1
GLI2	BCL2
STAT5A	IFNG
MYC	NME2
NME2	MYC
ELK1	SRF
SP1	CAV1
RELA	CCL11
ESR1	TFF1
SP3	TFF1
POU5F1	SOX2
IRF1	DST
FOS	SMAD7
JUN	SMAD7
ETS1	CCND1
TP53	PMAIP1
TP53	NLRC4
JUN	IVL
MYC	NPM1
ETS1	HMOX1
E2F1	TP53BP2
JUN	RELB
VDR	CYP24A1
FOXO3	SIRT1
HIF1A	FURIN
FOXO1	CCND2
RARA	VEGFA
NR5A1	HSD3B2
EGR1	RELA
RELA	EGR1
EGR1	GADD45B
HIF1A	HSP90B1
MITF	CDKN2A
STAT1	CSF1
SREBF1	HK2
PPARA	SERPINE1
ETS2	CGA
MYCN	MDM2
TP73	BBC3
SP1	HNF4A
CEBPB	SLC19A1
REST	TUBB3
DDIT3	CXCL8
EGR1	HSD11B2
NFKB1	HSD11B2
TP53	IGFBP3
CTCF	IRAK2
ATF3	GDF15
SP1	APOE
USF1	APOA5
ELK3	FOS
FOSL1	CDKN2A
JUN	CYP19A1
FOXO1	CNR1
SP1	TIMP2
MBD1	SETDB1
ESR1	MACROD1
SP1	MACROD1
HNF4A	SLC22A7
ETS1	BMP4
SP3	KLK3
STAT5A	BCL6
NFIC	AFP
KLF2	NOS3
KLF2	THBD
RELA	CXCL2
NFKB1	EBI3
RELA	EBI3
E2F1	PPP1R13B
E2F3	TP53BP2
PPARG	NR1D1
TP73	TERT
TP53	TRIAP1
E2F1	MT1G
EGR1	VEGFA
TFAP2B	PTGDS
ELK1	DDIT4
CEBPA	CES1
MYB	WT1
WT1	MYB
RELA	NFKB2
HOXA5	PTN
E2F1	CCNE2
FOS	PTGS2
KLF11	INS
ATF4	TRIB3
DDIT3	TRIB3
IRF2	TAP1
MYC	HIF1A
YY1	DNAJB4
EGR1	APEX1
HIF1A	LDHA
HIF1A	PGK1
ESR1	NCOR2
CEBPB	SAA2
NFKB1	SAA2
RELA	SAA2
FOXM1	LAMA4
AR	FKBP5
FOXO4	BCL2L11
SP1	ITGA5
SP1	RARA
PPARA	FABP3
SP1	ATM
SRF	ACTB
SMAD3	EDN1
NKX2-5	GATA4
E2F4	CCNB1
POU5F1	NANOG
NANOG	POU5F1
SOX2	NANOG
SP1	CYP2F1
SP3	CYP2F1
USF2	PIGR
YY1	ERBB2
STAT3	PTPN13
SREBF1	IRS2
GATA2	MECOM
SP1	PTHLH
SP1	RB1
MYB	MYC
SPI1	BCL6
YY1	HSPA5
TP53	MCM7
CREB1	FN1
EGR1	LTB
HNF4A	CYP2C9
HIF1A	ABCA1
SP3	ABCA1
SP1	CCNA1
SP1	MYBL2
HNF4A	APOA4
PAX8	TSHR
HIF1A	VHL
HNF4A	CYP2C8
ETS1	MMP9
TFAP2A	IGFBP5
TP53	COL18A1
TP53	MAP4K4
STAT5A	PRF1
LEF1	MYCBP
MITF	HIF1A
VDR	CAMP
FOSL1	GCLC
HIF1A	CCND1
STAT3	MYC
LHX4	GH1
STAT3	HIF1A
JUN	CYP2J2
ESR1	CYP1B1
ESR1	CYP1A1
HSF1	HSPA1A
MYB	CTSG
SPI1	CTSG
AR	KLK2
MYB	SP3
ATF4	CEBPB
AR	KRT8
ZNF267	MMP10
ESR1	SOCS3
SMAD3	CCND2
VDR	CDH1
SOX2	POU2F1
EGR1	ATF3
FOXA1	TFF1
ESR1	NR5A2
HIF1A	MET
FOXO3	FOXO1
FOXO1	ANGPT2
FOXO1	NOS3
FOXO3	NOS3
TP53	STAT3
STAT3	TP53
RXRA	SREBF1
PAX6	OLFM3
FOXO1	BCL2L11
TRPS1	RUNX2
YY1	FAS
ZNF224	ALDOA
GATA2	ADH1A
STAT5B	CCND1
HIF1A	EGLN1
E2F1	DIRAS3
E2F4	DIRAS3
DDIT3	ASNS
RARA	CASP9
KMT2A	CDKN1B
LEF1	SNAI2
E2F1	PNRC2
STAT1	SMARCA4
JUN	PTN
CEBPA	ADH1B
SMAD3	TERT
AR	PMEPA1
NFYA	ABCB1
USF1	SLC19A1
JUN	BRCA1
TP53	TNFRSF10D
STAT3	SAA1
NFATC2	IFNG
CREM	CD247
RUNX1	KLK3
SPI1	ELANE
SP1	OXTR
ELK1	TAGLN
ELK1	MYLK
SP3	PLAUR
HIC1	SIRT1
PPARG	LIPE
TP53	HTT
EPAS1	EPO
SP1	FOSL1
REL	NFKBIA
RELA	BIRC3
TP53	OGG1
ELK1	PRKCA
E2F1	MYBL2
STAT1	TBX21
TP53	PRODH
AR	SERPINB5
ERG	HMOX1
FLI1	HMOX1
FOXM1	CDKN1A
MYC	BCL2
AR	PTGS2
MYC	LDHA
TP53	RAD51
E2F1	MCM8
NFKB1	CCL2
CTCF	TERT
JUN	TGFB1
GLI1	SFRP1
E2F1	SKP2
SPI1	CDKN2A
FOXA1	BRCA1
SREBF2	ACOT7
POU2F1	SPI1
TP53	DDB1
EGR1	ALOX5
SP1	ALOX5
SPI1	CTSS
SREBF1	SCD
JUN	IL5
AR	NCOR2
HNF4A	APOA2
NR2F2	APOA2
NR2F2	APOB
NR2F2	APOC3
NR2F6	APOB
E2F1	RAD51
ETS1	RAD51
HIF1A	FGF2
MYC	POLE3
SP1	AHR
SOX10	EDNRB
TP63	TP73
IRF1	CD274
NFKB1	DEFB4B
RELA	DEFB4B
STAT1	MVP
TP53	FLT1
VDR	CDKN1A
MYC	NME1
SKIL	SMAD7
TP53	VDR
TP63	VDR
EGR1	SLC9A3
LEF1	AR
AR	PMAIP1
ERG	ENG
STAT1	FGF2
ATF2	NOS3
HIF1A	IL1B
RARA	RARG
HIF1A	NPPB
EPAS1	POU5F1
NFATC2	FOXP3
ETS2	IL12B
SP1	IL12B
TBX21	GATA3
TFAP2A	BCL2
USF1	CEBPA
HNF4A	CYP2B6
NFE2L2	NQO2
MAFF	OXTR
ETS1	TERT
NFIC	GFAP
ZEB2	VIM
TP53	CCNA2
VDR	TRPV6
SP4	KDR
ESR1	KDR
E2F1	CDCA7
E2F2	CDCA7
E2F4	CDCA7
E2F1	BMI1
KLF5	BIRC5
JUN	IL12A
HNF4A	LIPC
FOXO1	AGRP
HIF1A	TGFB3
RARA	NCOR2
LHX3	GNRHR
CDX2	SLC15A1
RELA	CXCL1
ESR1	BCAS3
SMAD3	MMP9
SP1	EDNRB
ESR1	PRLR
YBX1	EGFR
FOXO1	PPARG
STAT5A	IL2RA
SP1	PADI3
SP3	PADI3
RELA	FGF8
HNF4A	VEGFD
HIC1	FGFBP1
FOXO1	PRL
FOXO1	TIMP3
SREBF2	LRP1
NR2E1	PTEN
KLF6	CDH1
REL	CCL5
SPI1	CCL5
TP53	PYCARD
CREB1	HLA-DRA
E2F4	RB1
STAT5B	BCL2
E2F1	PURA
FOXF1	GH2
USF1	HOXB7
TAL1	NFKB1
HEY1	KDR
PPARG	ABCG2
SREBF1	SLC2A4
SP1	BRD7
SP1	HSD17B2
SP3	HSD17B2
FOXM1	ESR1
CREB1	CIITA
SOX10	GJC2
HIF1A	NAMPT
PPARA	ACOX1
JUN	VIM
ONECUT2	SYTL4
E2F1	VEGFA
STAT3	HAMP
ETS1	CXCR4
HIF1A	CXCR4
POU5F1	TDGF1
HIF1A	BIRC5
RELA	SOD2
HOXB7	FGF2
TFAP2C	CDKN1A
STAT1	BHLHE40
MYC	ITGB1
SP1	FXR2
PPARG	TP53
STAT3	OSM
ESR1	ERBB4
E2F1	NCOA3
PPARA	CCND1
ESR1	MMP13
STAT3	TIMP1
POU5F1	LEFTY1
HIF1A	TERT
RUNX3	RUNX1
PAX6	CTNND2
GATA2	RUNX1
HNF4A	ABCC6
E2F4	BRCA1
E2F4	RAD51
RELA	TIMP1
FOXO1	CDKN1B
TP53	ALOX5
FOXM1	BIRC5
HIF1A	CITED2
SP1	SLC3A2
FOXP3	IL2
IRF2	CASP8
PAX6	MMP2
VDR	CYP7A1
CEBPA	EBF1
HNF4A	PROS1
STAT2	PML
KLF6	MMP9
SP2	MMP9
ELK1	TBP
TP53	HIC1
ATF2	MMP2
RELA	BNIP3
ELK1	FOSL1
CREB1	MITF
JUND	GADD45A
NFKB1	SOD2
VDR	PTH
RELA	BCL2
FOXM1	BRCA2
FOXM1	XRCC1
MITF	CLCN7
E2F1	BRCA1
SPI1	CSF1R
JUN	VDR
SP1	XIAP
SP1	BIRC5
FOXO3	ID1
SMAD4	MYC
LEF1	MYC
STAT1	MUC1
STAT3	MUC1
ESR1	CDKN1B
E2F1	CDKN1C
E2F1	NRP1
E2F1	AR
STAT1	MMP13
MITF	DIAPH1
SP1	JUN
TBX21	IL4
SP1	MCL1
PBX1	VCP
AR	NKX3-1
FOSL1	IVL
ETS1	BAX
GFI1	BAX
ATF2	BCL2
NFATC2	CD40LG
RBPJ	PTEN
NFKB1	NOS1
TP53	PRDM1
HNF1A	UGT1A9
SOX9	HES1
DDIT3	TNFRSF10B
SP1	PRSS50
ETS1	ANGPT2
CREB1	SOX9
INSM1	NEUROG3
EGR1	STIM1
USF1	SLC22A2
JUN	TFF1
SOX10	MAG
E2F1	ASF1B
ZFHX3	MUC5AC
TWIST1	AKT2
MYC	FOXM1
FOXM1	MYC
STAT1	BAX
ESR1	RUNX2
RUNX2	ESR1
ELF2	VCP
SP3	CDKN2A
MITF	MET
RELA	SELE
ETS1	IL10
RUNX1	IL2
ZEB1	PKP3
SNAI1	VDR
HNF4A	ABCG8
FOXM1	MMP2
PPARA	CYP4A11
AR	UBC
HIF1A	KLK3
RUNX1	CDK6
HIF1A	ABCB1
RXRA	PLD1
VDR	PLD1
E2F1	DUSP4
SREBF1	HMOX1
CREB1	VEGFA
HIF1A	CCL2
SOX10	EGR2
E2F1	FOXO3
ESR1	FOXO1
AR	MED1
AR	SPDEF
SOX9	COMP
ETS1	PTGS2
NFKB1	CD40
NFKB1	IL1A
IRF1	RIGI
SOX10	TYR
FOXO3	AR
STAT1	MUC4
CREB1	PPP2CA
RREB1	KLK3
NFKB1	PTHLH
AR	AKR1B1
STAT1	FOXO3
STAT1	CASP8
USF1	PTGDS
STAT4	TBX21
FOXO3	ESR1
STAT1	HLA-E
TP53	ZMIZ1
RUNX1	CSF1R
HNF4A	SULT2A1
CREB1	SPRY2
SP1	SPRY2
E2F6	APAF1
GATA3	ESR1
ELK1	NR1H2
EGR1	ID2
GATA3	TP63
RELA	IL12B
E2F1	DUSP1
CREB1	MUC5AC
TFAP2A	APP
SP1	B4GALT1
RUNX1	CD44
HIF1A	CEACAM5
LHX4	CGA
HOXA11	HOXA10
SP1	SPP1
TP53	BTG3
MEF2A	SOST
SP3	COL1A1
EPAS1	TERT
STAT3	CCL2
TFAP2A	ADM
TP53	PTK2
HNF4A	SLC26A3
NFKB1	IL2RA
PGR	BCL2
MYC	VEGFA
SMAD3	CYP17A1
EPAS1	CITED2
E2F1	PCSK6
ATOH1	HES6
SPI1	TYROBP
TP53	GPNMB
SP1	PADI1
SP3	PADI1
HIF1A	APLN
MYC	CCND1
HNF4A	CDKN1A
NFKB1	HIF1A
RELA	HIF1A
STAT3	TWIST1
SREBF2	PCSK9
STAT3	NNMT
TBX21	CXCR3
YY1	LSS
HNF4A	CITED2
WT1	WTAP
NFE2L2	TXNRD1
HNF4A	PROZ
FOXO3	GALT
YY1	TP73
FOXM1	CDKN1B
FOXO1	SELENOP
ETS2	TERT
FOXO1	CDKN1C
YY1	OPRM1
HNF4A	SHBG
STAT1	SCARB1
FOXO3	CDKN1A
STAT1	MYD88
JUN	PLA2G4A
RELA	BAX
SP1	MIF
NFE2L2	ABCC1
HIF1A	PMAIP1
MYC	PMAIP1
ESR1	NRF1
EPAS1	SPHK1
HIF1A	SPHK1
MYC	TSC2
FOS	PPARG
TWIST1	CDH1
JUND	CCR4
HNF4A	NPC1L1
SREBF2	NPC1L1
KMT2A	HOXA7
ESR1	KAT2B
PBX1	IL10
E2F1	BNIP3
SMAD3	FOXP3
FOXO3	CITED2
EGR1	CCND3
ESR1	ESRRA
HIF1A	TUBB3
TAL1	RUNX1
STAT6	CISH
FOXO3	PRDX3
ERG	CDH5
CEBPB	MAD1L1
CTCF	EPAS1
SP1	APEX1
VDR	IGFBP3
ETS1	WT1
WT1	ETS1
E2F1	DTL
E2F4	DTL
TP53	INTS7
MYC	MEIS1
NFATC2	IL5
SPI1	CD14
NRF1	CAPNS1
FOXO3	PLAU
TP53	CTNNB1
SP1	PRKCE
CEBPA	CD36
RELA	CDKN1A
SREBF1	NPC1
EGR1	WNT4
MITF	RAB27A
EGR1	IL6
HIF1A	TWIST1
FOXO1	TXNIP
AR	UGT2B15
E2F1	CTNND2
EGR1	CYP2B6
SP3	ADGRE5
SP1	ADGRE5
STAT1	TNFSF13B
SP1	DBH
HIF1A	KITLG
E2F1	SP3
HIC1	ATOH1
FOXO3	ABCB1
E2F1	BIN1
E2F1	XRCC1
SP1	KLF8
SPI1	TNF
MYC	PCNA
E2F1	KIR3DL1
CEBPA	MPO
STAT3	EGFR
SMAD4	ID3
NFKB1	BCL3
NFKB1	IL23A
RELA	IL23A
E2F1	TNFSF11
FOXO1	ABCB1
YY1	EGFR
HIF1A	STC2
HNF4A	PRPF3
ESR1	CD24
FOXM1	BMI1
HIF1A	EDNRB
SREBF1	HMGCR
PURA	AR
INSM1	INS
RUNX2	LGALS3
RUNX1	ANGPT1
E2F1	PLK4
E2F4	FBXO5
E2F1	KIF2C
SP1	KIF2C
FOXO1	CAV1
EGR1	YY1
MITF	BIRC7
TP53	BCL6
SOX2	CCND1
RUNX1	TCF12
SP1	CCN2
REST	CARTPT
SNAI2	VDR
YY1	PRDM2
CREB1	AQP3
MYC	DFFA
E2F1	DBF4
E2F4	BIRC5
TP53	GSTP1
EGR1	HIF1A
SOX9	CLDN7
KLF6	DAPK2
E2F1	DAPK2
GATA2	PPARG
GATA3	PPARG
SP1	CRMP1
CEBPA	CRMP1
HIF1A	KDM3A
AR	CDC6
SPIB	XBP1
SPIB	PRDM1
TP53	BHLHE40
E2F6	E2F1
E2F1	E2F6
HIF1A	AURKA
STAT1	FCGRT
STAT3	MUC4
SP1	SOD1
MYC	ETS2
ETS2	MYC
EGR1	EAPP
SP1	EAPP
SP3	EAPP
NR4A1	STAR
GATA1	HEMGN
JUN	MMP7
USF1	CIITA
FOXO1	TRIM63
AR	VEGFA
EGR1	ATP2A2
JUN	PPARD
PAX8	TERT
ETS1	MMP13
FOXP1	KLK3
IRF1	FOXP3
FOXO3	PIK3CA
PPARA	PTGS2
TP53	AKT1
E2F1	PDK4
AR	EGFR
IRF1	CD40
RELA	IRF1
TP53	PDGFRB
HNF1A	MTTP
EGR1	TBXA2R
ETS1	TBXA2R
GATA1	TBXA2R
NFE2	TBXA2R
SP1	TNFSF10
SP1	CIC
RELA	NFATC1
FOXO1	SELL
SP1	FES
KLF6	ATF3
EGR1	THBS1
RELA	IL10
BACH2	IL2
NFATC1	IL5
FOXO3	CAT
NR3C1	CALD1
KLF5	FASN
E2F3	AURKA
USF2	FMR1
JUN	CCL4
SOX9	CEACAM1
SREBF1	CIC
EGR1	CTNNB1
SP1	ADA
CDX2	DSC2
CDX1	DSC2
E2F1	HSPA5
HIF1A	HSPA1B
SOX2	GLI2
EGR1	IL3
ESR1	KRT13
SMAD3	VEGFA
HNF4A	SELENOP
FOXM1	VEGFA
FOXP2	CNTNAP2
NFKB1	CFLAR
NFKB1	LTA
NFKB1	TRAF2
CEBPB	ALDH1A1
TP53	PTP4A1
RELA	CD44
HSF1	BAG3
HNF4A	ABCC2
FOXL2	SOD2
CUX1	RACGAP1
E2F1	KIF23
E2F1	RACGAP1
RUNX1	LGALS3
MYC	HES1
MYC	HSPD1
NR1H3	BHLHE40
FOXD3	ZNF175
YY1	ZNF175
STAT1	IL18BP
VDR	AMH
CDX1	PPARG
WT1	TBXA2R
ATF4	S100P
CEBPA	FOXA2
SPI1	PARG
MYC	MNT
STAT3	CD274
HIF1A	FOXM1
MEF2A	KLF2
RXRA	CYP7A1
HIF1A	GRIN1
SPI1	CLEC4G
MYC	BRD7
HNF4A	RNASE2
ESR1	BTG2
POU2F1	PTGIR
SPI1	PTGIR
TP53	DUSP11
STAT1	IL10
STAT1	GATA3
STAT1	FOXP3
FOXA1	BCL2
NR1I2	CYP4F12
ETV4	VEGFA
EGR1	FYN
EGR1	BAX
TP53	FRMD5
NANOG	CDC25A
NANOG	CDK6
HIF1A	MUC1
FOXA1	PDX1
TP53	EPCAM
AR	KLK4
MYC	AXIN2
CTCF	CSF2
ESR1	BCL2
SP1	EZR
JUN	EZR
FOS	EZR
TAL1	LMO2
AR	TMPRSS2
HIF1A	PLAUR
JUN	EDN1
TP53	SULF2
SPI1	RUNX1
RUNX1	SPI1
HIF1A	AGT
JUND	TGFB1
RUNX1	BCR
AR	IGF1R
HNF4A	ALDOB
FOXM1	PLK1
GATA4	ERBB2
HNF1A	CRP
NR3C1	RLN2
CREM	CD86
E2F1	FGFR1
SOX9	NKX3-2
MITF	ATP6V1B2
CEBPA	SOCS3
E2F1	CDAN1
REST	CACNA1H
IRF1	CXCL10
NFATC1	ICAM1
LEF1	CTNNB1
KLF4	BIRC5
TP53	FBXW7
CTCF	RAD21
RELA	TRAF1
WT1	PAX2
PAX2	WT1
RARA	MAOB
ETS2	MMP9
FOXO3	CDKN2B
TP53	CCNG2
IRF1	HLA-A
PPARA	APOA4
ATF4	DDIT4
ETS1	CD6
FOS	ETS1
ETS1	FOS
JUN	ETS1
ETS1	JUN
SPI1	JCHAIN
HNF4A	ACAT2
FOXA1	HSPA1A
RBPJ	CR2
CEBPB	XBP1
HIF1A	ANGPT2
E2F1	HIC1
HIC1	E2F1
RUNX1	FOXO3
ESR1	ITPR1
KLF4	NANOG
PBX1	NANOG
CEBPA	TNFRSF1A
HIC1	ACKR3
HNF4A	UGT2B7
SP1	UGT1A4
GATA1	AGGF1
STAT1	TNFSF11
EGR1	SPP1
CEBPA	AGT
STAT1	EGLN3
MYC	E2F1
E2F1	MYC
EGR1	PER1
REL	EPHB2
SPI1	LY96
HIF1A	CD36
MYC	MDM2
PAX6	MET
FOXO1	IL1B
KLF5	FGFBP1
GATA3	TEK
FOSL1	IL6
RELB	IL6
HIF1A	HK2
STAT1	IL6
PPARG	VLDLR
PPARA	HMGCS2
EGR1	GDNF
SP3	UBC
STAT5A	CCND3
GLI1	IGFBP6
EGR1	TMPO
SP1	TMPO
SPI1	ITGAM
STAT3	IL6
NFKB1	HMOX1
CEBPB	SAA1
CREB1	MUC4
HNF4A	CDX2
SP1	ADAM17
HOXA10	PHGDH
EGR1	STMN1
SMAD3	GLI2
EGR1	GCLC
PPARG	TXNIP
E2F1	IRF3
FOS	CCL5
JUND	CCL5
ETS2	FLI1
EGR1	SYN2
ETV4	SYN2
NFATC2	TERT
IRF1	BBC3
MYC	RARA
RARA	MYC
SP1	IRS2
ZNF148	IRS2
SP1	CDH3
TP53	LIF
FOXA1	RPRM
ETS1	CD4
ZEB1	AR
GATA3	MBNL2
VDR	NFKBIA
ESR1	AKT2
HNF4A	ABCB1
ESR1	ADORA1
ATF4	NUPR1
CEBPA	PLD1
HIF1A	TLR4
STAT6	RHOA
HIF1A	HEY1
STAT1	SMAD3
SP1	HTT
SPI1	NCF2
TAL1	UBE2H
SP1	ETS2
FOXA1	AGR2
SOX4	NCAM1
RELA	PPARA
MAF	MMP13
PAX3	MET
ESR1	GREB1
FOXA1	GREB1
SP1	ITGA2
CREB1	CYP11B2
ETS1	DUSP6
EGR1	AREG
MYC	SRM
FLI1	GATA1
GATA3	SATB1
IRF9	IFIT3
STAT2	IFIT3
IRF1	IFIT3
KLF15	LRP5
SP1	LRP5
MYCN	TP53
REL	IL12B
SP1	CD151
FOXA2	CDH1
ESR1	SRC
TP73	PMAIP1
NFKB1	CXCL10
RELA	CXCL10
MYC	HSP90AA2P
HSF1	NAT1
SP1	CENPW
RELA	AKT1
E2F1	SIAH1
FOXL2	CYP17A1
BMAL1	PER3
STAT1	EDN1
RELA	CRHR1
FOXL2	FSHB
THRA	CGA
KLF4	CDH1
NFKB2	CD44
RELA	MMP3
SPI1	CIITA
STAT1	IFNLR1
HBP1	MIF
NR3C1	BGLAP
SP1	NFKB1
YY1	NOS2
NFIC	VWF
SP3	CCND1
SP4	CCND1
IRF1	IL27
CEBPD	CCND1
HIF1A	CCN2
SREBF2	FDPS
NFE2L2	SQSTM1
SPI1	ZNF300
POU5F1	CDX2
JUN	CCND2
GATA1	ALAS2
HIF1A	LGALS1
STAT1	ESR1
TP53	DHRS3
STAT1	UPP1
GCM2	PTH
ATF4	DDR2
HNF1A	CDH17
NFKB1	MMP13
STAT5B	BCL2L1
AR	ERBB3
ELF1	MEIS1
HNF4A	C1QTNF5
ESR1	NQO1
FOXA1	UGT2B17
TFAP2C	GREB1
MYC	TFRC
ELK4	FOS
SP1	SOCS1
FOXO3	TXNIP
ESR1	CYP2C19
MYC	CDK6
HNF4A	AGT
MYB	KLF1
MYB	LMO2
STAT3	ROR1
CDX2	ABCB1
ATF2	DUSP1
ESR1	ZFHX3
SREBF2	PON1
CTCF	BCL6
FOXA2	TTR
FOXA1	UGT2B15
SP1	SMAD3
TFCP2	TF
TP53	ELF4
RELA	STAT3
HNF1A	SLC22A9
STAT1	CXCL10
WT1	SMAD3
CLOCK	PER3
FOXP2	PLAUR
JUN	MET
SPI1	CSF3R
REST	KCNQ2
MYC	RAD51
SOX2	RBPJ
SPI1	MME
PRDM14	POU5F1
NFYA	DDIT3
ERG	ICAM1
TP63	KLF4
E2F1	THBS1
FOS	ERCC4
SREBF1	LRP1
ERG	VWF
SP1	EPOR
GATA1	CCR3
USF1	CEACAM1
IRF1	CEACAM1
USF1	IFNG
NRF1	PRDX5
STAT1	IFIT3
POU2F1	RPTOR
RARA	RPTOR
MITF	KCNMA1
SP1	SIGIRR
STAT1	CCND1
SP1	CREM
FOS	NGF
CTCF	NF1
NANOG	KDR
SPI1	CD86
FOS	GSTP1
VDR	DDIT4
GATA2	PRKN
SPI1	IFIT3
ESR1	PKIB
SP1	BLMH
FOXM1	FOXF1
KLF4	ATF3
HIF1A	ALAS2
IRF8	TLR3
EGR1	GGPS1
MYC	JUNB
SP3	NOX4
HIF1A	LOX
FOS	IL2RA
ATF4	PTGS2
E2F7	SP1
RUNX1	PRKCQ
CEBPA	GPX4
ELK1	MCL1
CREB1	NOLC1
MECP2	ESR1
PGR	PLD1
FOXO3	CCND1
ATF3	LDLR
NR1H4	ABCC4
SP1	DRG2
HNF4A	RCAN1
PPARA	CYP1A1
AR	MUC1
VDR	IL12B
TP63	BHLHE40
TP53	STK11
TP53	PAX5
PAX5	TP53
SPI1	CD44
CTCF	RBL2
SMAD4	ID2
HIF1A	GAPDH
TP53	LRP1
TP53	ANXA4
SNAI1	FN1
TP53	RASSF1
TP53	UHRF1
RARA	CDKN1A
